order_id,products,basket_size
CA-2017-145877,"['Hanging Personal Folder File', 'Staple envelope']",2
CA-2017-146024,"['Staple remover', 'Wilson Jones Leather-Like Binders with DublLock Round Rings']",2
CA-2017-146136,"['#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes']",1
CA-2017-146269,"['Adjustable Depth Letter/Legal Cart', 'Staples in misc. colors']",2
CA-2017-146367,['Avery Durable Poly Binders'],1
CA-2017-146493,"['GBC Standard Recycled Report Covers, Clear Plastic Sheets']",1
CA-2017-146983,['GBC DocuBind 300 Electric Binding Machine'],1
CA-2017-147207,"['Newell 319', 'Hoover Commercial SteamVac', 'Bevis Oval Conference Table, Walnut', 'Dual Level, Single-Width Filing Carts']",4
CA-2017-147228,"['Staple remover', 'White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11', 'Fellowes Super Stor/Drawer Files', 'Eldon Wave Desk Accessories']",4
CA-2017-147291,['GBC DocuBind TL200 Manual Binding Machine'],1
CA-2017-147354,"['Hewlett Packard 310 Color Digital Copier', 'DXL Angle-View Binders with Locking Rings by Samsill']",2
CA-2017-147361,"['Fellowes Officeware Wire Shelving', 'X-Rack File for Hanging Folders']",2
CA-2017-147403,['Xerox 1906'],1
CA-2017-147410,"['24 Capacity Maxi Data Binder Racks, Pearl']",1
CA-2017-147550,['C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings'],1
CA-2017-147564,['Xerox 1907'],1
CA-2017-147753,['Avery 515'],1
CA-2017-147760,"['Hon 5100 Series Wood Tables', 'Motorola Moto X']",2
CA-2017-147767,['Vinyl Sectional Post Binders'],1
CA-2017-147844,"['Adams ""While You Were Out"" Message Pads', 'Newell 34', 'Adams Phone Message Book, 200 Message Capacity, 8 1/16\x94 x 11\x94']",3
CA-2017-147942,"['Avery 498', 'Fellowes Binding Cases']",2
CA-2017-148012,['Crayola Colored Pencils'],1
CA-2017-148264,"['Akro-Mils 12-Gallon Tote', 'Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""', 'Xerox 1968']",3
CA-2017-148320,['Standard Line \x93While You Were Out\x94 Hardbound Telephone Message Book'],1
CA-2017-148404,"['Adjustable Depth Letter/Legal Cart', 'Staples', 'Toshiba IPT2010-SD IP\xa0Telephone', 'Performers Binder/Pad Holder, Black', 'KI Adjustable-Height Table']",5
CA-2017-148446,['Bretford \x93Just In Time\x94 Height-Adjustable Multi-Task Work Tables'],1
CA-2017-148474,"['Ibico Plastic Spiral Binding Combs', 'Iceberg OfficeWorks 42"" Round Tables']",2
CA-2017-148642,"['Avery 511', 'Newell 345']",2
CA-2017-148691,"['GBC Premium Transparent Covers with Diagonal Lined Pattern', 'SpineVue Locking Slant-D Ring Binders by Cardinal', 'AT&T 1080 Corded phone', 'Avery 520']",4
CA-2017-148922,"['Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset', 'Cyber Acoustics AC-202b Speech Recognition Stereo Headset', 'Avery Metallic Poly Binders']",3
CA-2017-148929,"['Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers']",1
CA-2017-148985,['Dax Clear Box Frame'],1
CA-2017-149146,['Xerox 1989'],1
CA-2017-149181,['Global Chrome Stack Chair'],1
CA-2017-149559,"['Xerox 1996', '#10 Self-Seal White Envelopes', 'Hon Pagoda Stacking Chairs']",3
CA-2017-149706,['Enermax Briskie RF Wireless Keyboard and Mouse Combo'],1
CA-2017-149720,['Nu-Dell Executive Frame'],1
CA-2017-149853,"['Xerox 208', 'Hoover Portapower Portable Vacuum']",2
CA-2017-149881,"['Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black', 'Cubify CubeX 3D Printer Double Head Print']",2
CA-2017-149888,"['Jabra Supreme Plus Driver Edition\xa0Headset', 'Bevis Rectangular Conference Tables']",2
CA-2017-149895,['Samsung Galaxy Note 2'],1
CA-2017-149944,"['Staples', 'Fellowes Superior 10 Outlet Split Surge Protector']",2
CA-2017-150091,"['Imation\xa08gb Micro Traveldrive Usb 2.0\xa0Flash Drive', 'OIC Colored Binder Clips, Assorted Sizes', 'DAX Two-Tone Silver Metal Document Frame', 'Global Adaptabilites Bookcase, Cherry/Storm Gray Finish']",4
CA-2017-150189,['Avery 485'],1
CA-2017-150420,['Plantronics Audio 995 Wireless Stereo Headset'],1
CA-2017-150504,"['SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h']",1
CA-2017-150602,"['Master Big Foot Doorstop, Beige']",1
CA-2017-150623,"['Logitech G700s Rechargeable Gaming Mouse', 'Recycled Steel Personal File for Hanging File Folders']",2
CA-2017-150931,['Wilson Jones Turn Tabs Binder Tool for Ring Binders'],1
CA-2017-150959,"['Permanent Self-Adhesive File Folder Labels for Typewriters by Universal', 'Deluxe Heavy-Duty Vinyl Round Ring Binder']",2
CA-2017-150987,"['Xerox 1891', 'Xerox 1942']",2
CA-2017-151008,"['DAX Copper Panel Document Frame, 5 x 7 Size', 'Motorla HX550 Universal Bluetooth Headset']",2
CA-2017-151596,"['SAFCO Mobile Desk Side File, Wire Frame']",1
CA-2017-151750,"['SAFCO Boltless Steel Shelving', 'Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats', 'Office Star - Contemporary Task Swivel Chair', 'Fluorescent Highlighters by Dixon', 'GBC Instant Report Kit', 'Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue', 'Fellowes Superior 10 Outlet Split Surge Protector']",7
CA-2017-151981,"['Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver', 'Avery 481', 'Hunt PowerHouse Electric Pencil Sharpener, Blue']",3
CA-2017-152093,['Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind'],1
CA-2017-152198,"['Avery 501', '3M Organizer Strips', 'Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity']",3
CA-2017-152226,['Avery 501'],1
CA-2017-152261,['GBC VeloBind Cover Sets'],1
CA-2017-152275,['Design Ebony Sketching Pencil'],1
CA-2017-152310,"['Hewlett Packard 310 Color Digital Copier', 'Xerox 1937', 'Grandstream GXP1160 VoIP phone', 'Fellowes Personal Hanging Folder Files, Navy', 'Perixx PERIBOARD-512B, Ergonomic Split Keyboard', 'Avery Legal 4-Ring Binder']",6
CA-2017-152436,"['Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16']",1
CA-2017-152485,"['Crayola Anti Dust Chalk, 12/Pack', 'Acco Perma 3000 Stacking Storage Drawers', 'Sanford Colorific Eraseable Coloring Pencils, 12 Count']",3
CA-2017-152660,['Advantus Rolling Drawer Organizers'],1
CA-2017-152695,"['Convenience Packs of Business Envelopes', 'Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection']",2
CA-2017-152702,"['Global Stack Chair without Arms, Black']",1
CA-2017-152709,"['SAFCO Mobile Desk Side File, Wire Frame']",1
CA-2017-152737,"['Avery Self-Adhesive Photo Pockets for Polaroid Photos', 'Plantronics Audio 995 Wireless Stereo Headset']",2
CA-2017-152786,['Avery Non-Stick Binders'],1
CA-2017-152856,['Memorex Micro Travel Drive 32 GB'],1
CA-2017-152912,"['Wilson Jones Turn Tabs Binder Tool for Ring Binders', 'Maxell\xa0iVDR EX 500GB Cartridge', 'Adjustable Depth Letter/Legal Cart', 'Adjustable Depth Letter/Legal Cart']",4
CA-2017-152926,"['Fellowes Superior 10 Outlet Split Surge Protector', 'Acco 6 Outlet Guardian Premium Plus Surge Suppressor']",2
CA-2017-152933,"['Clarity 53712', 'Xerox 1993', 'Plantronics CS510 - Over-the-Head monaural Wireless Headset System']",3
CA-2017-153227,"['Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages']",1
CA-2017-153339,['Telescoping Adjustable Floor Lamp'],1
CA-2017-153871,"['Fellowes Twister Kit, Gray/Clear, 3/pkg', 'Ibico Ibimaster 300 Manual Binding System', 'Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack']",3
CA-2017-154088,['Xerox 1968'],1
CA-2017-154102,['Xerox 1947'],1
CA-2017-154109,"[""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Xerox 191']",2
CA-2017-154137,['Belkin OmniView SE Rackmount Kit'],1
CA-2017-154466,['Wilson Jones Easy Flow II Sheet Lifters'],1
CA-2017-154676,"['Tennsco Lockers, Sand']",1
CA-2017-154732,['Avery Recycled Flexi-View Covers for Binding Systems'],1
CA-2017-154760,['Ibico Hi-Tech Manual Binding System'],1
CA-2017-154816,['Xerox 1987'],1
CA-2017-155075,['GBC DocuBind 300 Electric Binding Machine'],1
CA-2017-155089,"['Premier Elliptical Ring Binder, Black']",1
CA-2017-155152,['Hypercom P1300 Pinpad'],1
CA-2017-155621,['Howard Miller Distant Time Traveler Alarm Clock'],1
CA-2017-155698,"['Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection', 'Avery Address/Shipping Labels for Typewriters, 4"" x 2""']",2
CA-2017-155712,['Catalog Binders with Expanding Posts'],1
CA-2017-155824,"['Euro Pro Shark Stick Mini Vacuum', 'Heavy-Duty E-Z-D Binders']",2
CA-2017-155929,['Unpadded Memo Slips'],1
CA-2017-156412,['Storex Dura Pro Binders'],1
CA-2017-156769,['Dixon Ticonderoga Core-Lock Colored Pencils'],1
CA-2017-156776,"['Polycom VoiceStation 500 Conference\xa0phone', 'Cardinal Holdit Business Card Pockets', 'Mead 1st Gear 2"" Zipper Binder, Asst. Colors', 'Sony Micro Vault Click 4 GB USB 2.0 Flash Drive', 'Xerox 1881', 'Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock', 'Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs', '3.6 Cubic Foot Counter Height Office Refrigerator']",8
CA-2017-156818,['SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card'],1
CA-2017-156895,"['Global Armless Task Chair, Royal Blue']",1
CA-2017-156951,"['Personal Creations Ink Jet Cards and Labels', 'GBC White Gloss Covers, Plain Front', 'Xerox 222', 'Hon Every-Day Series Multi-Task Chairs']",4
CA-2017-156958,"['GBC Premium Transparent Covers with Diagonal Lined Pattern', 'Eldon Radial Chair Mat for Low to Medium Pile Carpets', 'Cyber Acoustics AC-202b Speech Recognition Stereo Headset', 'GBC VeloBinder Manual Binding System', 'Fellowes Black Plastic Comb Bindings']",5
CA-2017-157196,['Xerox 1996'],1
CA-2017-157413,"['Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand']",1
CA-2017-157469,"['Rogers Handheld Barrel Pencil Sharpener', 'OtterBox Commuter Series Case - iPhone 5 & 5s']",2
CA-2017-157483,['Boston 1799 Powerhouse Electric Pencil Sharpener'],1
CA-2017-157651,['Memorex Froggy Flash Drive 8 GB'],1
CA-2017-157672,['Logitech\xa0MX Performance Wireless Mouse'],1
CA-2017-157854,"['Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry', 'GBC DocuBind TL300 Electric Binding System']",2
CA-2017-157903,['Cisco SPA 502G IP Phone'],1
CA-2017-157980,['Logitech G602 Wireless Gaming Mouse'],1
CA-2017-157987,"['Newell 324', 'DAX Cubicle Frames - 8x10', 'Bush Advantage Collection Racetrack Conference Table', 'Fellowes Basic Home/Office Series Surge Protectors', 'ACCOHIDE 3-Ring Binder, Blue, 1""', 'Cisco SPA508G', 'Avery 518', 'Global Commerce Series High-Back Swivel/Tilt Chairs', 'BIC Brite Liner Grip Highlighters', 'WD My Passport Ultra 2TB Portable External Hard Drive', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive', 'Xerox 1962']",12
CA-2017-158036,['Imation\xa0Swivel\xa0Flash Drive\xa0USB\xa0flash drive\xa0- 8 GB'],1
CA-2017-158071,"['Logitech B530 USB\xa0Headset\xa0-\xa0headset\xa0- Full size, Binaural', 'Avery 512', 'Fellowes Personal Hanging Folder Files, Navy']",3
CA-2017-158106,['Newell 346'],1
CA-2017-158169,"['Avanti 4.4 Cu. Ft. Refrigerator', 'DAX Wood Document Frame']",2
CA-2017-158246,"['Global Leather Task Chair, Black']",1
CA-2017-158344,['Memorex Micro Travel Drive 16 GB'],1
CA-2017-158407,"['Telescoping Adjustable Floor Lamp', 'Innergie mMini Combo Duo USB Travel Charging Kit']",2
CA-2017-158561,['Hoover Upright Vacuum With Dirt Cup'],1
CA-2017-158883,['Things To Do Today Spiral Book'],1
CA-2017-158953,['Presstex Flexible Ring Binders'],1
CA-2017-158967,['Staple-based wall hangings'],1
CA-2017-159135,"['Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box']",1
CA-2017-159352,['PowerGen Dual USB Car Charger'],1
CA-2017-159366,['Lexmark MX611dhe Monochrome Laser Printer'],1
CA-2017-159597,"['Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black', 'Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset']",2
CA-2017-159667,"['Logitech G602 Wireless Gaming Mouse', 'Motorola L703CM']",2
CA-2017-159688,['Logitech G600 MMO Gaming Mouse'],1
CA-2017-159954,['Wilson Jones Suede Grain Vinyl Binders'],1
CA-2017-160031,"['IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case']",1
CA-2017-160514,['Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)'],1
CA-2017-160724,['Ibico Covers for Plastic or Wire Binding Elements'],1
CA-2017-160885,['ClearOne CHATAttach 160 -\xa0speaker phone'],1
CA-2017-160899,['Satellite Sectional Post Binders'],1
CA-2017-161018,['9-3/4 Diameter Round Wall Clock'],1
CA-2017-161046,"['Laser & Ink Jet Business Envelopes', 'Logitech G700s Rechargeable Gaming Mouse', 'Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center', 'Avery Arch Ring Binders']",4
CA-2017-161067,"['Xerox 189', 'Office Star Flex Back Scooter Chair with Aluminum Finish Frame', 'Global Low Back Tilter Chair', 'Prang Drawing Pencil Set']",4
CA-2017-161130,['Polycom SoundPoint IP 450 VoIP phone'],1
CA-2017-161200,"[""O'Sullivan 2-Shelf Heavy-Duty Bookcases"", 'Longer-Life Soft White Bulbs']",2
CA-2017-161333,"['Howard Miller 11-1/2"" Diameter Grantwood Wall Clock', 'Multi-Use Personal File Cart and Caster Set, Three Stacking Bins', 'Harmony HEPA Quiet Air Purifiers']",3
CA-2017-161557,['Eldon Advantage Foldable Chair Mats for Low Pile Carpets'],1
CA-2017-161592,['3M Organizer Strips'],1
CA-2017-161739,['Tenex Antistatic Computer Chair Mats'],1
CA-2017-161823,"['Premium Writing Pencils, Soft, #2 by Central Association for the Blind']",1
CA-2017-161984,"['Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page', 'OIC Binder Clips']",2
CA-2017-162015,"['Logitech\xa0P710e Mobile Speakerphone', 'Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection']",2
CA-2017-162096,['12 Colored Short Pencils'],1
CA-2017-162565,"['Xerox 21', 'Electrix Halogen Magnifier Lamp', 'GuestStacker Chair with Chrome Finish Legs']",3
CA-2017-162635,['Avoid Verbal Orders Carbonless Minifold Book'],1
CA-2017-162691,"['Bady BDG101FRU Card Printer', 'Xerox 1998']",2
CA-2017-162978,"['Motorola L804', 'Things To Do Today Pad', 'Bretford Rectangular Conference Table Tops']",3
CA-2017-163125,"['Bulldog Vacuum Base Pencil Sharpener', 'Hon Every-Day Chair Series Swivel Task Chairs']",2
CA-2017-163139,"['Sabrent 4-Port USB 2.0 Hub', 'Safco Industrial Shelving', 'Acco 3-Hole Punch']",3
CA-2017-163188,['Storex DuraTech Recycled Plastic Frosted Binders'],1
CA-2017-163209,"['Xerox 2', 'Newell 350']",2
CA-2017-163321,['Logitech G700s Rechargeable Gaming Mouse'],1
CA-2017-163566,['Avery 476'],1
CA-2017-163692,['Wilson Jones Leather-Like Binders with DublLock Round Rings'],1
CA-2017-163818,['24-Hour Round Wall Clock'],1
CA-2017-163874,['GBC Imprintable Covers'],1
CA-2017-163902,"['Panasonic KX TS3282B Corded phone', 'Logitech G13 Programmable Gameboard with LCD Display']",2
CA-2017-164049,"['Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book']",1
CA-2017-164168,"['Surelock Post Binders', 'Fellowes Neat Ideas Storage Cubes', 'Panasonic KX TS3282W Corded phone', '#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Maxell\xa0LTO Ultrium - 800 GB', 'Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany']",6
CA-2017-164364,"['Avery 483', 'Dixon Ticonderoga Maple Cedar Pencil, #2', 'Acme Forged Steel Scissors with Black Enamel Handles']",3
CA-2017-164917,['Bulldog Vacuum Base Pencil Sharpener'],1
CA-2017-164959,['Avery 482'],1
CA-2017-165099,['Hoover Commercial Lightweight Upright Vacuum'],1
CA-2017-165386,"[""O'Sullivan Elevations Bookcase, Cherry Finish""]",1
CA-2017-165715,['Sanford 52201 APSCO Electric Pencil Sharpener'],1
CA-2017-165904,"['50 Colored Long Pencils', 'AT&T 1080 Corded phone']",2
CA-2017-166128,"['SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card', 'Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color']",2
CA-2017-166835,"['SAFCO Commercial Wire Shelving, Black']",1
CA-2017-166898,"['OtterBox Defender Series Case - Samsung Galaxy S4', 'Xerox 192']",2
CA-2017-166926,"['Xerox 1947', 'Hon Metal Bookcases, Putty']",2
CA-2017-167080,['Prang Dustless Chalk Sticks'],1
CA-2017-167150,"['Avery Hole Reinforcements', 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue']",2
CA-2017-167227,"['Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210', 'Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages']",2
CA-2017-167395,"['Belkin 8 Outlet Surge Protector', 'GE 30524EE4', 'Staple remover']",3
CA-2017-167626,"['""While you Were Out"" Message Book, One Form per Page', 'Hypercom P1300 Pinpad']",2
CA-2017-167640,"['Fluorescent Highlighters by Dixon', 'Avery 49', 'Xerox 1893', 'Digium D40 VoIP phone']",4
CA-2017-167661,"['Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""', 'Xerox 1951', 'Avery Hole Reinforcements']",3
CA-2017-167668,['Avery 505'],1
CA-2017-167703,"['Fellowes Black Plastic Comb Bindings', 'Hot File 7-Pocket, Floor Stand']",2
CA-2017-167941,"['1.7 Cubic Foot Compact ""Cube"" Office Refrigerators', 'Xerox 220', 'Avery Durable Poly Binders', 'Executive Impressions 12"" Wall Clock', 'Carina Double Wide Media Storage Towers in Natural & Black']",5
CA-2017-167976,['Acme Titanium Bonded Scissors'],1
CA-2017-168109,"['Logitech 910-002974 M325 Wireless Mouse for Web Scrolling', 'Okidata MB491 Multifunction Printer', 'Logitech G19 Programmable Gaming Keyboard', 'Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White']",4
CA-2017-168123,"['Advantus Map Pennant Flags and Round Head Tacks', 'Recycled Steel Personal File for Standard File Folders', 'GBC ProClick Punch Binding System', 'Avery Hole Reinforcements']",4
CA-2017-168172,"['Acme 10"" Easy Grip Assistive Scissors']",1
CA-2017-168179,['Xerox 220'],1
CA-2017-168193,"['Xerox 1883', 'Westinghouse Floor Lamp with Metal Mesh Shade, Black']",2
CA-2017-168389,"['BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables', 'Motorola HK250 Universal Bluetooth Headset', 'Stanley Bostitch Contemporary Electric Pencil Sharpeners', 'Global Geo Office Task Chair, Gray']",4
CA-2017-168396,"['Avery 473', 'Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting']",2
CA-2017-168403,"['Xerox 1930', 'Belkin 7-Outlet SurgeMaster Home Series']",2
CA-2017-168655,"['WD My Passport Ultra 2TB Portable External Hard Drive', 'GBC Twin Loop Wire Binding Elements']",2
CA-2017-168900,['DXL Angle-View Binders with Locking Rings by Samsill'],1
CA-2017-168942,"['Fellowes Mobile File Cart, Black']",1
CA-2017-169005,['Newell 318'],1
CA-2017-169012,['Belkin 7-Outlet SurgeMaster Home Series'],1
CA-2017-169124,"['Howard Miller 11-1/2"" Diameter Brentwood Wall Clock']",1
CA-2017-169327,"[""Acco Six-Outlet Power Strip, 4' Cord Length"", 'Luxo Professional Combination Clamp-On Lamps', 'GBC Velobind Prepunched Cover Sets, Regency Series']",3
CA-2017-169362,['Logitech Wireless Touch Keyboard K400'],1
CA-2017-169404,"['Tuf-Vin Binders', 'Xerox 1893']",2
CA-2017-169439,"['BIC Brite Liner Highlighters, Chisel Tip', 'Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting']",2
CA-2017-169474,['Belkin 6 Outlet Metallic Surge Strip'],1
CA-2017-169607,['Xerox 1952'],1
US-2014-100279,"['Geographics Note Cards, Blank, White, 8 1/2"" x 11""']",1
US-2014-102071,"['Kingston Digital DataTraveler 32GB USB 2.0', 'Sony Micro Vault Click 16 GB USB 2.0 Flash Drive']",2
US-2014-102715,"['Acco Banker\'s Clasps, 5 3/4""-Long', 'Logitech Wireless Gaming Headset G930', 'Xerox 224', 'Logitech Wireless Anywhere Mouse MX for PC and Mac']",4
US-2014-103338,['Economy #2 Pencils'],1
US-2014-105137,"['Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner', 'Premier Elliptical Ring Binder, Black']",2
US-2014-106299,"['Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders', 'Memorex Micro Travel Drive 4 GB', 'Smead Adjustable Mobile File Trolley with Lockable Top']",3
US-2014-109162,"['Situations Contoured Folding Chairs, 4/Set']",1
US-2014-110674,"['Global Geo Office Task Chair, Gray']",1
US-2014-112872,"['File Shuttle I and Handi-File', 'Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables']",2
US-2014-112991,"['Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back', 'Xerox 1931', 'Xerox Color Copier Paper, 11"" x 17"", Ream']",3
US-2014-114377,"['Global Stack Chair with Arms, Black']",1
US-2014-115196,"['3D Systems Cube Printer, 2nd Generation, White']",1
US-2014-115987,['GBC ProClick Punch Binding System'],1
US-2014-117744,"['Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black', 'Newell 343', '12-1/2 Diameter Round Wall Clock']",3
US-2014-117968,"['Fellowes Advanced Computer Series Surge Protectors', 'Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow', 'Hon GuestStacker Chair']",3
US-2014-118486,"['Martin-Yale Premier Letter Opener', 'KI Adjustable-Height Table', 'Imation\xa0Secure+ Hardware Encrypted USB 2.0\xa0Flash Drive; 16GB']",3
US-2014-118997,"['SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine']",1
US-2014-119081,"['Compact Automatic Electric Letter Opener', 'SanDisk Cruzer 16 GB USB Flash Drive', 'GBC DocuBind P100 Manual Binding Machine', 'Seth Thomas 8 1/2"" Cubicle Clock']",4
US-2014-120236,['GBC VeloBinder Strips'],1
US-2014-121734,['GBC Personal VeloBind Strips'],1
US-2014-122959,['GBC DocuBind 300 Electric Binding Machine'],1
US-2014-124625,['Belkin F8E887 USB Wired Ergonomic Keyboard'],1
US-2014-126340,['Toshiba IPT2010-SD IP\xa0Telephone'],1
US-2014-126571,"['Fellowes High-Stak Drawer Files', 'Airmail Envelopes']",2
US-2014-127978,"['Avery 495', ""O'Sullivan 4-Shelf Bookcase in Odessa Pine"", 'Eldon Shelf Savers Cubes and Bins']",3
US-2014-128685,['Avery Non-Stick Binders'],1
US-2014-131870,"['Nu-Dell Executive Frame', 'Newell 320']",2
US-2014-131982,['Catalog Binders with Expanding Posts'],1
US-2014-132745,['Sterling Rubber Bands by Alliance'],1
US-2014-134054,"['Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set']",1
US-2014-134187,['Newell 343'],1
US-2014-134971,['Wilson Jones Century Plastic Molded Ring Binders'],1
US-2014-137155,"['Kensington 7 Outlet MasterPiece Power Center', 'Xerox 1934', 'Master Big Foot Doorstop, Beige']",3
US-2014-138758,"['Global High-Back Leather Tilter, Burgundy', 'Howard Miller 11-1/2"" Diameter Grantwood Wall Clock']",2
US-2014-138828,"['Newell 324', 'Easy-staple paper']",2
US-2014-138835,['Tuff Stuff Recycled Round Ring Binders'],1
US-2014-139640,"['Xerox 1995', 'Panasonic KP-150 Electric Pencil Sharpener']",2
US-2014-140116,"['Tennsco 6- and 18-Compartment Lockers', 'BOSTON Ranger #55 Pencil Sharpener, Black']",2
US-2014-140452,"['Bionaire 99.97% HEPA Air Cleaner', 'KI Adjustable-Height Table', 'Shocksock Galaxy S4 Armband', 'Nu-Dell Float Frame 11 x 14 1/2', 'Ibico Covers for Plastic or Wire Binding Elements', 'Rogers Deluxe File Chest']",6
US-2014-140914,"['DAX Wood Document Frame.', 'Global Commerce Series High-Back Swivel/Tilt Chairs']",2
US-2014-141257,"['Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back']",1
US-2014-143287,"['Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book', 'Xerox 1882', 'Acme Value Line Scissors']",3
US-2014-143707,['Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4'],1
US-2014-148194,"['Eldon Regeneration Recycled Desk Accessories, Smoke', 'Holmes Odor Grabber']",2
US-2014-150924,['Wilson Jones Impact Binders'],1
US-2014-154655,"['Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L']",1
US-2014-154879,"['Staple-on labels', 'Model L Table or Wall-Mount Pencil Sharpener']",2
US-2014-155817,"['Advantus Rolling Drawer Organizers', 'DIXON Oriole Pencils']",2
US-2014-157021,"['Avery 490', 'Pressboard Data Binder, Crimson, 12"" X 8 1/2""']",2
US-2014-157070,"['Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges', 'Acco 6 Outlet Guardian Premium Surge Suppressor']",2
US-2014-157231,['Ibico Standard Transparent Covers'],1
US-2014-157847,"['Xerox 1898', 'Xerox 1947']",2
US-2014-158365,['Xerox 213'],1
US-2014-159618,"['Avery Fluorescent Highlighter Four-Color Set', 'Acco Side-Punched Conventional Columnar Pads', 'Logitech\xa0P710e Mobile Speakerphone', 'Xerox 216', 'Bestar Classic Bookcase']",5
US-2014-160444,"['Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h', 'Fellowes Bankers Box Stor/Drawer Steel Plus']",2
US-2014-161305,"['Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets', '#10- 4 1/8"" x 9 1/2"" Recycled Envelopes']",2
US-2014-161613,['Hon 4070 Series Pagoda Round Back Stacking Chairs'],1
US-2014-163797,"['Alliance Super-Size Bands, Assorted Sizes']",1
US-2014-165659,"['3M Hangers With Command Adhesive', 'Adtran 1202752G1']",2
US-2014-169390,['Acco Perma 4000 Stacking Storage Drawers'],1
US-2015-104185,['Iceberg Mobile Mega Data/Printer Cart'],1
US-2015-105676,"['Eldon Image Series Desk Accessories, Burgundy']",1
US-2015-108966,"['Bretford CR4500 Series Slim Rectangular Table', ""Eldon Fold 'N Roll Cart System""]",2
US-2015-109015,"['Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210', 'ShoreTel ShorePhone IP 230 VoIP phone']",2
US-2015-110163,['Lumber Crayons'],1
US-2015-114741,"['Xerox 20', 'Tennsco 6- and 18-Compartment Lockers', 'Avery 483']",3
